Submission Date (Central Time),ucnValue,mouseFlowPlaybackUrl,audience,email_address,Overall Rating,Comments,Feedback Categories,Subcategory
9/30/2022,,,,,5,Had a very great experience ordering online. It was very easy and it had alot more books to chose from,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I like how you make buying books affordable.  Thank you!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,I really like being able to click right on the digital flyer. Makes ordering super easy.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I cannot believe how expensive the books have gotten! That makes it difficult for families and teachers.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,"I was trying to connect to a teacher, and I have a login. It automatically connected me as a teacher.  I was connecting to my son's teacher to shop as a parent.  This whole thing is a mess.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,"I was trying to connect to a teacher, and I have a login. It automatically connected me as a teacher.  I was connecting to my son's teacher to shop as a parent.  This whole thing is a mess.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,searching items#'s does not work,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Finding the tab to order flyers for my classroom. I am not tech savy and would prefer the paper material to send home.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"Only one of my coupon codes worked and for the one that did work for a free book, it didn't find the book I wanted.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,I am so surprised at the limited rewards for teachers when placing Scholastic orders. I have encouraged families to purchase books this month and have an order of over $300. This only allowed me to earn $10 to spend right now and the 5 free books for over $25. This doesn't really incentivize teachers to use Scholastic over another company/amazon.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,I was trying to set up a new account and got busy with the class and it signed me out.  You need to allow more time for teachers.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Site didn't appear to workin MacOSX/Safari. I also have ad & tracker blockers running so maybe bad tracker code is blocking usage.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,very user friendly,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,2,too many pop ups,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I keep getting Error 400 and cannot print my letter to attach to the fliers to send home with my students. This has been happening to me since Tuesday this week and many times last year.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,The site is very user friendly and intuitive.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,3,"Logged me out a few times, pages changed and there is always a mixup between tshe Scholastic school order page and the regular page where anyone can buy directly.  I wish the Scholastic Warehouse was available to the public.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"just in finding additional books, and learning how to use your site",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"When I use the ""READS"" code on my phone I'm able to select the book.  But I can't push the ""submit"" button.  It's at the bottom of the screen.  It won't let me scroll down far enough to select the button.  I had to login on a desktop to do it.  Not a huge problem but it would be a good improvement.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"I would like to be able to search for books  with multiple filters, eg. Fountas and Pinnell reading level, topic, etc.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,"Instead of giving 5$ promotion for orders over 25$, it would be great if you give 5$ promotion for every 25$ of order. It would make it more likely to order book packages.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,I am annoyed I can no longer have my order shipped to my home. I read your reason why but it seems like it really just makes more work for teachers and parents.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,We are a tax exempt school and I am unable to make the purchase unless taxes are deducted.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Not as great a selection as previously. Difficult maneuvering on iPad.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Not as great a selection as previously. Difficult maneuvering on iPad.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,love scholastic,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"Earlier in the day I attempted to complete my son's book order and continued to receive a message that the promo code READS was expired.  I did not put the order through because of this.  Now when I try it goes through without an issue.  I don't know if there was/is a problem because I have both a teacher and a parent account, but it was frustrating.  This is my first time shopping as a parent.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Thank you for updating my account.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,It was relatively easy to find everything I needed to find. There was so much variety that I ended up ordering my daughter double the books she wanted! She will need help to carry it all when it shows up.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"I had a hard time understanding that I needed to go to the ""book club"" site and I couldnt find the school. I tried to do it on the front page. It would help if no matter where we were on the site we could connect to our Childs class.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,"I had hoped to check out as a guest, but making an account was quick, easy, and inobtrusive and most importantly the site didn't forget my cart when I logged in.",Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I would prefer a paper flier sent home with my child rather than shopping online,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"3 children's books for 29 dollars is too much.  I would not recommend or use this site if my daughter, whom I love, didn't beg me.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"I redeemed my points for an additional order and was charged a $6.00 shipping fee!  I'd think a ""gold apple"" customer (that just had a $600+ order) would not have to pay a shipping fee.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"I haven't bought any books yet, but am planning to buy some. Some of the books seem really over priced for what they are though.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I ordered my books a week ago and  they still haven't shipped.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Easy and user friendly!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,1,"Your website is very confusing.  It is very difficult to move around on your site.  I do not order much because of the difficulties.  Another thing,  it would be nice to see the books as I look on the flyer.  A pop up box showing the level would also be helpful instead of having to click into the book and back out again.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,"I looked at the catalog and hit add to cart, but when I went to the cart the item was not selected or appear in my cart.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,test 2 on cart,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,it took me awhile to find where to enter my child's class code,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I could not figure out how to change my profile from parent to homeschooler.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,"If I clicked on a book from the digital flyer and tried to go back to the flyer, it would make me select the flyer again.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Good selection and it was super easy to find the exact books with the catalogue codes.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,The prices have almost doubled. Please bring back the $3 and $4 books,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,I am trying to enter a new teacher and the page is blank.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Digital Flyers stopped loading,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,best book site ever!!!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,Everything worked perfectly.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,This took me back to my childhood...just without the computer lol.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,"there should be an option for grandparents on signing up, not just parents. not a big deal, but kinda is.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Love  this site and the company.  Great reading opportunites  for my kids to read diverse literature and allows me to add to my classroom library.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,3,"I didn't have all of my grandsons' information, so I need to come back and add to my order.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,how do I find the pencils and the cool little knick nacks sold during bookfairs ???,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Things are hard to find and to see the catalog it has to be a separate download,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I have trouble navigating what I need on this website. I also find it hard to locate how use my points to purchase books or school materials.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I purchased some books for my daughter and didn't realize they were in Spanish.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Love Scholastic Book Clubs!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,One of the books I wanted wasn't available.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,I love that Scholastic is including homeschool families.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,2,"There is no way to understand how to use a class code.  I had to contact customer service to figure it out. Additionally, a book that I wanted to order seemed to be available on the main website but once i logged into my daughters account i could no longer get the book (Suzanne collins Gregor series).  Overall, it was a frustrating and time consuming experience to use this website and while i want to help the teacher I don't know if i will bother to do it again.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,2,"There is no way to understand how to use a class code.  I had to contact customer service to figure it out. Additionally, a book that I wanted to order seemed to be available on the main website but once i logged into my daughters account i could no longer get the book (Suzanne collins Gregor series).  Overall, it was a frustrating and time consuming experience to use this website and while i want to help the teacher I don't know if i will bother to do it again.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Was not able to search for books I wanted. Asked for a catalog number,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Quick and Easy!  Fantastic experience,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"I could not find my 10-digit customer number, it looks like my number has changed and it was only 7 digits?",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,I miss the $1 books!  It is becoming too expensive to order class sets of books as gifts multiple times a year.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"I edited the letter, but wasn't able to download or print. It kept saying ""Message Error."" It saved my changes, so hopefully I can print it tomorrow.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"I was looking for the section that had the birthday hats, stickers, pencils and so on and could not locate it today. Not sure if I am not looking in the right place. I will try again another day/",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,I had a question and Staci from customer service helped very much,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,I like how I can shop straight from a flyer and find the books my kids circled,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"Frustrating that on the paper form there is no sales tax, but online there is.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,Website is easy to navigate.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"when browsing books I was unable to add directly to cart, option was add to wish list. had to save the item number and get back to the home screen to add to cart.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Looking for books for a book study.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,I've been using Scholastic book clubs and pushing my classroom families to make purchases for 8 year. In those 8 years the only disappointment has been the dissolution of physical catalogs. I work in a low income school where many parents do not feel comfortable using the online ordering platform. I also use the catalogs as an incentive for students to get excited about the books they see (1st grade) and and can remind their parents to send in cash for their book order. I wish I didn't have to continually order physical catalogs each month.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,This website interface is notoriously awful with being user friendly. I've been using Scholastic foremost ten years. It would be soooo much easier to interact with it as the teacher interface too.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"Was expecting to be able to have them shipped to my granddaughter, but it defaulted to go to the teacher.  I hope they get the books okay and I hope they come in time for my granddaughter's birthday.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,The customer support is excellent.  I did not need it during this visit but thought it was worth mentioning.  Knowing how great the customer service is makes the site better.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,none at the time,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,i can not see where to update the information for us to start getting order forms,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,very easy to use site.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I didn't like how limited the selections were until I chose to Shop entire collection.  It took me a while to find that link.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,"terrible navigation.  very unclear where to input the teacher code to find what i was looking for.  would have bought books for the classroom/teacher's wish list, but couldn't find that.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,"terrible navigation.  very unclear where to input the teacher code to find what i was looking for.  would have bought books for the classroom/teacher's wish list, but couldn't find that.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,1,I ordered several books for my grandson on the last order and have not received one. I am very upset and want you to know about it.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,Too many advertisements/too much business - sometimes difficult to find what I wanted,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"I missed the due date from the school flyer, if this generates any difficulties please let me know. I apologize in advance.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,So happy to have books for my classroom!  thanks for the points.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,Hoping Shipping service is back on track and book orders will arrive fairly quickly.  Last year only ordered two times because it took so long to receive books. Would have been nice to receive some compensation for the long delay in shipping the orders.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,2,The website is not easy to navigate. It is a little bit confusing and one can not easily find what they are looking for.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Very easy to select books and order them.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,test,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,this survey opened as soon as I started looking at the books,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Ashley was very helpful!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,The introduce a teacher link says it can't email the teacher no matter what email address I put in.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,2,Your site needs to be mobile friendly. Not everyone has a computer.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,none,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"It could still be a little more user friendly.  There are so many menus, etc. and it gets confusing at a teacher/parent to navigate.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,Please send flyers to my school,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Love Scholastic. I remember getting these when I was in school. Its fun to share this with my daughters.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I really enjoy the flyers that my children have come home with through the years and excitedly browse through and choose the books that they want to get.  The low prices are a nice touch as well!!!!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,I am planning on placing an order and am hopeful the ordering and delivery of the books is much smoother than last year.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"I was unable to use the ""quick look"" function for any of the books on my child's teacher's wish list.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,I had spent sometime yesterday picking out books and putting them in my cart with the plan to check it over and  submit today.  I logged in today and my cart was empty.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,I was surprised that four of my attempts showed No Results. Scholastic is where I would Never expect to have difficulty finding a title.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Sometimes the site is difficult to navigate. I wanted to place a book order for my son and also add money to my daughter's ewallet for her upcoming fair. I had to switch back and forth between multiple pages to find out how to do that and I am pretty tech savvy. I can't imagine those who are not as confident with technology having success with it.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Adding a alphabetical list of authors would be helpful.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,"It only showed 2 books on the final order, I picked the free one that I was allowed, but it didn't show it on the finished order.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,5,"Would love to see a bigger variety of Young Adult options.  Being a High School teacher now, I am looking to expand my classroom library with more age appropriate options.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,site is very user friendly,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,"Please continue to provide deals such as book of the week, $1, $2, or a free book for  ordering. It financially helps especially when you have more than 2 children. Thank you so much!",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Could not access any information regarding my recent order...,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,3,Easy!,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,5,awesome job.,Thanks/Praise,Thanks/Praise
9/30/2022,,,,,4,Hard to find some books. Wished we could find list based on lextile.,Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"The search was a little wonky - I had a hard time clicking on the result I wanted kept getting thrown back to results I hadn't intended to click on.    I do like the reading levels presented for each book, however, I wish they were consistent not all books have all reading level scales.  At least, if a book isn't rated on a given system, an N/A would be nice to you aren't in doubt.    I wish every book had a preview that included example text.  I'm trying to select books that are at the appropriate reading level, and without an example of the text, you're really flying blind.  Even Amazon these days generally shows a few pages for children's books, so you have some idea what the reading experience will be.",Not Thanks/Praise,Not Thanks/Praise
9/30/2022,,,,,4,"The search was a little wonky - I had a hard time clicking on the result I wanted kept getting thrown back to results I hadn't intended to click on.    I do like the reading levels presented for each book, however, I wish they were consistent not all books have all reading level scales.  At least, if a book isn't rated on a given system, an N/A would be nice to you aren't in doubt.    I wish every book had a preview that included example text.  I'm trying to select books that are at the appropriate reading level, and without an example of the text, you're really flying blind.  Even Amazon these days generally shows a few pages for children's books, so you have some idea what the reading experience will be.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,I was looking to purchase a class set of  a Cam Jansen book. I feel shocked you don't have any of these books.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"Why aren’t the two scholastic book sites connected? It’s the same username and everything else but you can’t earn points in one and ones has a bigger selection. I know it’s run by the same company so why are they not streamlined. It annoys me that one has a great selection but you can’t earn points! Please help!   Y’all are fantastic in very other aspect, keep it up!",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,There was no warning or disclaimer that if I did not create an account first the site may timeout and erase my cart. My cart was erased and I had to begin again. I couldn't bother to find all the same books again so I ended up ordering less. As a busy parent the more convenient the shopping experience the better. Thank you for the great selections and good prices.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,1st time ordering online. not to bad experience,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,"I tried with my phone to add the funds but it appears a mistake when I have to select a city, so I tried with the computer and I am not able to log in and look for my wallet information.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"I tried with my phone to add the funds but it appears a mistake when I have to select a city, so I tried with the computer and I am not able to log in and look for my wallet information.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,very easy to access and submit,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,WE LOVE SCHOLASTIC BOOS!!!!,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,Website not friendly on mobile device had to grab computer to be able to view page on wider format,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,Why do you have to be so specific with a book search.  Great prices compared to amazon.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,Kinda couldn't find Flyer so it took a while to find so I could find the books we were looking for,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"I entered my free book choices ($10 on Monday). When I logged in to submit my order, I almost missed that the two books I chose were not selected anymore. Once I chose the books, it should have saved.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"I wish it was set up better so I could quickly find what I was looking for, order and get the order off.  There are so many unnecessary steps involved and pages of things to wade through.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I am trying to locate the leftover points I have but it says my balance is zero.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,wouldnt let me check out after connecting my kid to each book 3 times.    Also frustrating when the teacher and student were picked from the get to.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,"Love the site, easy to navigate and use.",Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,"great site, fantastic enrichment",Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,Books are too limited and too easy for my daughter based on her reading level when I input class and age,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I had received an email from you for a 20% discount LETSREAD promo code (that expires tonight) but discovered at checkout from your livechat person that I could not use it.  That was disappointing.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,I am disappointed on the lack of Spanish books offered. Amazon has them- why not Scholastic?,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,I received a Season's Readings catalog today at school. I wanted to order books for my students at the $2.00 price. Its a Who Would Win book. I couldn't find it anywhere.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,Can not see where to get to my homepage from my profile to click Share Now and copy link,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,The UX for timed opening of hovered items is extremely frustrating and annoying for users to the point I don't want to buy anything. Seriously revisit your site navigation and interaction as this is just not good.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,I want to edit and print a letter for my students' families. I keep getting an error When I try to print or download. The error is: HTTP Status 400 - Bad Request.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I was placing an order after seeing Judy Newman's dollar book.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,Didn’t scroll to view books very well. Used my iPad so perhaps that was the reason,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,easy to use,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,3,Shipping still seems to be an issue with Scholastic.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,easy to use,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,Wish there was a drop down list for authors and/or titles on the free books.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,Worst website ever!! Hard to navigate unable to check out. Complete waste of time,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,UPS tried delivering my package last Saturday.  Schools are closed on Saturdays.  Then they attempted to deliver a second time yesterday at 6:30pm-my school keeps business hours which are Monday-Friday from 7:30am-4:30pm.  I asked the Scholastic representative if he could help me add a note to the delivery to tell UPS about our business hours and he said that wasn't possible.  I tried calling UPS and the automated system doesn't allow me to speak to a representative and the live chat is also not allowing me to chat with someone.  I am very frustrated as my students have been excitedly waiting for their books.  Please help.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,UPS tried delivering my package last Saturday.  Schools are closed on Saturdays.  Then they attempted to deliver a second time yesterday at 6:30pm-my school keeps business hours which are Monday-Friday from 7:30am-4:30pm.  I asked the Scholastic representative if he could help me add a note to the delivery to tell UPS about our business hours and he said that wasn't possible.  I tried calling UPS and the automated system doesn't allow me to speak to a representative and the live chat is also not allowing me to chat with someone.  I am very frustrated as my students have been excitedly waiting for their books.  Please help.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,"LOVE Scholastic! I enjoy the diversity that Scholastic is implementing, all the different stories from different backgrounds, however, i would love to see some Christian-based books, as well! It didn't seem to be represented very well at all!",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,"I couldn't find ""How to Catch a Gingerbread Man"" quckly.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I was trying to find what reading letter level the National Geographic Kids  level 2 would be  in comparison to a Fontas and Pinnel level.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,I was hoping to find a bigger selection of Spanish books for my bilingual students,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,It is difficult to browse the site when you are not looking for anything in particular,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,I hate how quickly Scholastic times you out!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Very good and easy site to order from,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,wonderful site,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,"I have not yet submitted my order, but I love Scholastic and I always enjoy looking over the website.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,3,I do not feel represented in your product line. Your line of inspirational/religious products in non-existent.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"I was specifically looking for I can Read books. There may have been a link, but I didn't see it.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,I came on to order books for my child as a parent and for my classroom as a teacher.  Cart did not save and I will have to start over at another time.  Very Frustrated.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I had a questions and used the chat live feature. It was quick and easy to  understand the response.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,I teach multiple classes.  I wish there was a way to require at least the initial of the last name for students.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,1,"I am trying to find out from when I have a balance. I can find a break down of previous orders. I clicked email us, can't do that. I am very frustrated with this site.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Easy to use. Loved the experience.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,1,You guys have lost checks that I have sent and it really upsets me.  Your service is not what it used to be.  I know my balance is not 202.00,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"I realize you have a huge selection already, but one series I was hoping to find was Rick Riordan's The Kane Chronicles.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,very easy task,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,Site is easy to explore for my child’s reading level. Really appreciate this feature.   Love that you have a link for me to pay with PayPal. But the link wouldn’t open the site so I will have to return to complete my order. I think this is a problem with them not your site.,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,5,Site is easy to explore for my child’s reading level. Really appreciate this feature.   Love that you have a link for me to pay with PayPal. But the link wouldn’t open the site so I will have to return to complete my order. I think this is a problem with them not your site.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,2,"I experienced a great deal of frustration today! I have been waiting almost a month to receive my entire order. My students are asking about their books. The last time I checked, it said the book were on their way. Now I see nothing about the order nor have I seen the books that were not included in the first delivery.    Last year I heard that Scholastic was a big mess and teachers were frustrated. Therefore, I did not send out book orders. I was hopeful that things would be improved this year but my first order has not gone well. I am not sure that I will continue with Scholastic.     I believe Scholastic was a great company, even when I was a student, but the frustration is not one that I choose to give to myself. I hope that whatever is happening within the company can be fixed.    Thank you for listening.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,It would be nice if there were more $2 book options.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,out of stock item,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"It will be good to see more variety of books and search by categories like fiction, non fiction, nature, science, music etc.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,4,"It will be good to see more variety of books and search by categories like fiction, non fiction, nature, science, music etc.",Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,I went looking for what my son will likely want to order! We'll get back on tonight together & submit our order!,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,It is a great and easy site to use.  Thanks,Thanks/Praise,Thanks/Praise
10/5/2022,,,,,4,As a teacher and a parent I would like for the page to open on the teacher page instead of my child's teacher.,Not Thanks/Praise,Not Thanks/Praise
10/5/2022,,,,,5,Most of your Books of the Week seem like they are for primary kids and not upper elementary kids.,Not Thanks/Praise,Not Thanks/Praise
